date,caveat_date,R_UK_Lower,R_UK_Upper,R_England_Lower,R_England_Upper,R_East of England_Lower,R_East of England_Upper,R_London_Lower,R_London_Upper,R_Midlands_Lower,R_Midlands_Upper,R_North East and Yorkshire_Lower,R_North East and Yorkshire_Upper,R_North West_Lower,R_North West_Upper,R_South East_Lower,R_South East_Upper,R_South West_Lower,R_South West_Upper,GR_UK_Lower,GR_UK_Upper,GR_England_Lower,GR_England_Upper,GR_East of England_Lower,GR_East of England_Upper,GR_London_Lower,GR_London_Upper,GR_Midlands_Lower,GR_Midlands_Upper,GR_North East and Yorkshire_Lower,GR_North East and Yorkshire_Upper,GR_North West_Lower,GR_North West_Upper,GR_South East_Lower,GR_South East_Upper,GR_South West_Lower,GR_South West_Upper,caveat_UK_Lower,caveat_UK_Upper,caveat_England_Lower,caveat_England_Upper,caveat_East of England_Lower,caveat_East of England_Upper,caveat_London_Lower,caveat_London_Upper,caveat_Midlands_Lower,caveat_Midlands_Upper,caveat_North East and Yorkshire_Lower,caveat_North East and Yorkshire_Upper,caveat_North West_Lower,caveat_North West_Upper,caveat_South East_Lower,caveat_South East_Upper,caveat_South West_Lower,caveat_South West_Upper
23-Dec-21,FALSE,,,1.0,1.2,1.0,1.2,1.2,1.6,1.0,1.1,0.9,1.1,1.0,1.2,0.9,1.1,0.9,1.1,,,0,3,0,4,3,8,-1,2,-2,2,0,4,-2,2,-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
07-Jan-22,FALSE,,,1.2,1.5,1.1,1.3,0.9,1.2,1.2,1.5,1.3,1.6,1.3,1.5,1.0,1.3,1.0,1.3,,,3,6,1,5,-2,3,3,8,6,10,6,9,1,5,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-Jan-22,FALSE,,,1.1,1.5,1.0,1.4,0.7,1.1,1.2,1.5,1.4,1.7,1.2,1.6,1.0,1.3,1.2,1.4,,,1,5,-1,5,-8,-1,1,6,5,9,2,7,0,4,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21-Jan-22,FALSE,,,0.8,1.1,0.7,1.0,0.7,0.9,0.7,1.1,0.8,1.2,0.7,1.0,0.7,1.1,0.8,1.1,,,-6,1,-7,0,-8,-1,-6,1,-5,3,-9,-1,-8,0,-6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28-Jan-22,FALSE,,,0.7,0.9,0.7,1.0,0.6,0.9,0.6,0.9,0.7,1.0,0.5,0.8,0.7,1.0,0.7,1.0,,,-6,-2,-6,-1,-8,-3,-7,-3,-6,-1,-10,-5,-7,-1,-5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
04-Feb-22,FALSE,,,0.8,1.1,0.8,1.1,0.8,1.0,0.8,1.1,0.8,1.0,0.7,1.0,1.0,1.3,1.0,1.2,,,-3,1,-4,1,-4,0,-4,1,-5,0,-6,-1,0,5,-2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-Feb-22,FALSE,,,0.8,1.0,0.8,1.1,0.8,1.1,0.8,1.0,0.7,0.9,0.7,1.0,0.9,1.1,0.9,1.1,,,-3,0,-4,0,-4,0,-5,0,-6,-2,-7,-2,-2,2,-2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18-Feb-22,FALSE,,,0.8,1.0,0.8,1.0,0.8,1.0,0.7,0.9,0.7,0.9,0.7,0.9,0.8,1.0,0.8,1.0,,,-4,-1,-5,-1,-4,0,-6,-2,-6,-2,-6,-2,-4,0,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25-Feb-22,FALSE,,,0.7,1.0,0.7,0.9,0.7,1.0,0.7,0.9,0.7,0.9,0.7,0.9,0.7,1.0,0.8,1.0,,,-4,-1,-5,-1,-5,-1,-6,-2,-7,-3,-6,-3,-5,0,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
04-Mar-22,FALSE,,,0.8,1.0,0.7,1.0,0.7,0.9,0.7,0.9,0.6,0.9,0.7,1.0,0.7,1.0,0.7,1.0,,,-4,-1,-5,-1,-5,-1,-5,-2,-6,-3,-5,-1,-5,-1,-5,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-Mar-22,FALSE,,,0.8,1.1,0.8,1.1,0.8,1.1,0.8,1.1,0.8,1.1,0.8,1.1,0.8,1.1,0.9,1.2,,,-2,2,-3,1,-3,1,-3,1,-3,1,-2,2,-3,2,-1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18-Mar-22,FALSE,,,1.1,1.4,1.1,1.4,1.1,1.4,1.0,1.3,1.0,1.3,1.1,1.4,1.0,1.4,1.0,1.4,,,2,6,2,7,2,7,1,6,1,5,2,6,1,6,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25-Mar-22,FALSE,,,1.1,1.4,1.1,1.4,1.1,1.4,1.1,1.4,1.2,1.4,1.1,1.4,1.2,1.5,1.1,1.4,,,3,6,2,5,2,6,3,6,3,7,2,6,3,7,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
01-Apr-22,FALSE,,,1.1,1.2,1.0,1.3,1.0,1.2,1.1,1.3,1.1,1.3,1.1,1.3,1.0,1.2,1.0,1.3,,,1,4,1,4,1,4,2,5,2,5,1,5,0,3,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-Apr-22,FALSE,,,0.9,1.1,0.8,1.0,0.8,1.1,0.9,1.1,0.8,1.1,0.9,1.1,0.9,1.1,0.8,1.0,,,-2,1,-3,0,-3,1,-2,1,-3,1,-2,2,-3,1,-4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29-Apr-22,FALSE,,,0.7,0.9,0.7,0.9,0.7,0.9,0.7,0.9,0.7,0.9,0.6,0.9,0.6,0.9,0.7,0.9,,,-6,-3,-6,-2,-7,-2,-7,-3,-6,-2,-8,-4,-7,-3,-6,-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13-May-22,FALSE,,,0.7,0.9,0.7,0.9,0.7,0.9,0.6,0.8,0.6,0.9,0.7,0.9,0.7,0.9,0.7,0.9,,,-6,-3,-6,-2,-6,-2,-8,-4,-8,-4,-7,-3,-6,-2,-6,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27-May-22,FALSE,,,0.7,0.9,0.7,0.9,0.8,1.0,0.7,0.9,0.7,0.9,0.7,0.9,0.7,1.0,0.7,0.9,,,-4,-2,-5,-2,-4,-1,-5,-2,-5,-2,-5,-2,-5,-1,-5,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24-Jun-22,FALSE,,,1.1,1.4,1.1,1.4,1.1,1.4,1.1,1.4,1.1,1.3,1.1,1.4,1.1,1.5,1.1,1.4,,,2,5,1,5,2,5,3,6,2,5,2,6,3,7,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
06-Jul-22,FALSE,,,1.1,1.3,1.1,1.4,1.0,1.3,1.1,1.4,1.0,1.3,1.1,1.3,1.1,1.4,1.1,1.4,,,2,5,2,6,1,4,2,6,2,5,2,6,3,7,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20-Jul-22,FALSE,,,0.9,1.2,1.0,1.3,0.9,1.3,1.0,1.3,0.9,1.2,0.9,1.2,0.9,1.3,0.9,1.3,,,-1,3,-1,5,-2,4,-1,4,-1,3,-2,4,-2,4,-2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
03-Aug-22,FALSE,,,0.8,1.0,0.7,0.9,0.7,0.9,0.7,0.9,0.7,1.0,0.7,0.9,0.7,0.9,0.7,0.9,,,-5,-2,-6,-2,-7,-3,-5,-2,-5,-2,-6,-2,-6,-3,-6,-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17-Aug-22,FALSE,,,0.7,0.9,0.6,0.9,0.7,0.9,0.7,1.0,0.7,1.0,0.7,1.0,0.7,0.9,0.7,0.9,,,-5,-2,-7,-3,-6,-2,-5,-2,-5,-2,-6,-2,-5,-2,-6,-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31-Aug-22,FALSE,,,0.8,1.0,0.8,1.0,0.7,0.9,0.8,1.0,0.7,1.0,0.7,0.9,0.8,1.0,0.8,1.0,,,-4,-2,-4,0,-5,-2,-4,-1,-5,-1,-6,-2,-4,0,-4,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-Sep-22,FALSE,,,0.8,1.0,0.8,1.0,0.8,1.1,0.8,1.1,0.9,1.1,0.8,1.1,0.8,1.0,0.8,1.1,,,-3,0,-4,0,-2,1,-2,1,-2,2,-4,1,-3,0,-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28-Sep-22,FALSE,,,1.0,1.3,1.0,1.4,0.9,1.2,0.9,1.2,1.0,1.3,0.9,1.3,0.9,1.2,1.0,1.4,,,0,5,0,7,-1,3,-1,4,0,7,-1,6,-1,5,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12-Oct-22,FALSE,,,1.1,1.3,1.1,1.4,1.1,1.3,1.1,1.3,1.1,1.3,1.1,1.3,1.1,1.4,1.1,1.3,,,3,6,3,6,2,5,3,5,2,5,2,5,3,6,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26-Oct-22,FALSE,,,0.8,1.1,0.8,1.1,0.9,1.1,0.8,1.1,0.8,1.1,0.8,1.0,0.8,1.1,0.9,1.1,,,-3,1,-3,1,-3,1,-5,0,-5,1,-5,0,-4,1,-3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-Nov-22,FALSE,,,0.7,0.9,0.7,0.9,0.8,1.0,0.7,0.9,0.7,0.9,0.7,1.0,0.7,0.9,0.7,0.9,,,-5,-3,-7,-3,-4,-1,-6,-2,-7,-3,-5,-2,-7,-3,-7,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23-Nov-22,FALSE,,,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.7,0.9,0.8,1.0,,,-4,-1,-4,-1,-4,-1,-4,-1,-5,-1,-4,-1,-5,-2,-5,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
07-Dec-22,FALSE,,,0.9,1.2,0.9,1.1,0.9,1.1,0.9,1.1,0.9,1.1,0.9,1.2,1.0,1.2,0.9,1.2,,,-1,3,-1,2,-1,2,-1,2,-1,2,-1,3,0,3,-1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21-Dec-22,FALSE,,,1.0,1.2,1.0,1.3,1.0,1.2,1.0,1.2,0.9,1.2,1.0,1.2,1.0,1.2,1.1,1.3,,,0,4,1,4,0,3,0,3,0,3,0,3,0,4,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
